||2|902 146202|black
9717371||10|902 899 779 217 210 249 323 125 466 180|gray
972095||9|902 899 779 217 210 249 323 125 337|black
973|363,499,387918,493643,524051,648614,1528946,2045891,2246304,35587307|6|902 899 779 217 298 363|black
973208||9|902 899 779 217 210 249 323 320 328|black
973212||6|902 899 779 364 912 484|black
9738716||7|902 899 779 217 170 349 113|black
9746169||5|902 899 779 364 176|black
975|880,1136,1137,1138,1146,1211,1220|9999||white
976||6|902 899 779 217 170 691|black
979352||8|902 899 779 217 210 249 323 325|black
980|217,222,342,779,1012,1013,1475118|3|902 899 779|black
981|691,40460,553241|6|902 899 779 217 170 691|black
982925||6|902 899 779 217 261 881|black
984||7|902 899 779 217 170 691 809|black
98405||7|902 899 779 217 170 349 113|black
985||9999||white
9852||6|902 899 779 217 245 494|black
9858608||7|902 899 779 364 912 484 569|black
986|830,1041,1190,3858586,4996797,12433799,14788682|7|902 899 779 217 170 691 830|black
987|217,222,261,302|4|902 899 779 217|black
990||6|902 899 779 217 261 898|black
990061||6|902 899 779 810 921 917|black
990551||6|902 899 779 364 912 484|black
991|562,579,591,595,606,689,702,761,1047,1055,1059,1070,1078,107485,1910936,6944561|9999||white
992||9999||white
993|528,685|9999||white
995||9999||white
995372||9|902 899 779 217 210 249 323 125 337|black
996||9999||white
997618||6|902 899 779 217 245 505|black
998|769,1191,3010,41299,42940,52633,84059,85769,188676,331459,742574,827378,1025778,1052778,1190372,1344218,1344458,1668511,1865165,8888860|9999||white
998309||9|902 899 779 217 210 249 323 125 466|black
